topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
UXS1,CMTM8,DCTN4,CSNK1A1,CFAP97,PDE8A,UPF3B,DRAM2
CCM2,SKAP2,USH1C,CANX,RSU1,PKN2,ITGB6,RHBDD2
AFF1,CBWD2,BIRC3,BTF3L4,TMEM87A,STAMBP,ERP27,GALNT3
CCDC88A,KIAA1033,LZIC,NAMPT,ENSA,GSR,DERA,NFU1
CLK1,AKIRIN1,CNOT7,MYO6,ZKSCAN1,VPS13C,FBLN5,SCAMP2
CBLB,UFD1L,ALDH18A1,ITGA6,WDR45,ITIH5,TRIP12,ESYT2
MED31,AP1M2,CEP164,AGPAT2,GPBP1L1,PIEZO1,ELF2,LEPROTL1
SRPK2,PNPLA8,ITPR3,THOC2,CDC40,ADK,MDM4,LAMTOR3
NSMCE2,PITHD1,DLG1,GNLY,MRPS25,GTF2I,AATF,AHSA1
RASSF1,ANKRD17,ABHD17C,ILF2,MAFK,FAM171A1,CRELD2,CCDC25
MED4,GSTM4,CREB1,YY1,NFIC,KRCC1,GMCL1,TTC1
IFNGR1,DAPK1,BSDC1,PCMTD1,CD2AP,AC002117.1,MICU1,ELOF1
GALNT2,KHSRP,C6orf141,SAR1A,SEMA6A,SYNE1,CUL4A,ECI1
HERC1,KIAA0355,ZBTB4,PLAT,GTF2B,PPIL3,TMEM245,SND1
SH3BP5,TTC39C,MTMR3,CD3D,GON4L,UBE3C,PCGF5,SERINC5
CUL1,FAM114A1,POLK,PCSK7,ZBTB44,CDK6,STX5,ZSWIM7
SRPK1,KLHL24,MET,YTHDC1,ZMYND8,CHTOP,SNX14,CCDC6
COL4A3BP,ARHGEF1,HPGD,CCDC50,CLMN,VPS41,BID,TMEM63A
ZEB2,IMMP1L,YLPM1,CYFIP1,LIMCH1,GPRC5C,SLC25A36,ELK3
ADPGK,USO1,CDH17,RALA,RING1,FRAS1,GALNT1,SAFB
ATXN1,SLMAP,PPP1R13L,ARFGAP3,STX18,XRN2,PCGF3,CSNK2A1
NCOA2,TM9SF3,TMEM131,VAPA,EPB41L1,CDC42BPB,COMMD10,DNAJC3
EXOC4,RPS6KA3,KIF13A,DHX36,BRE,SNX10,CTCF,DNAJC7
USP32,GNPAT,FUBP3,UFM1,STK3,DLST,RPL32P3,NCK1
PACS1,HPF1,RABEP1,EMC3,COL12A1,SH3PXD2A,LUC7L,SLC2A3
MAN2A1,DNAJB14,PDIA5,WIPF2,PPIL4,WASL,ADIPOR2,TSPAN14
PARN,KIAA1462,LINC00511,DPYD,ATP9A,AKAP8L,TRMT10C,ARGLU1
GALNT11,INSR,PRKCI,FBXL17,DDX50,ACVR2A,FAM174A,PIK3R1
NUP214,TMED5,APOL2,RBPJL,TNS2,CCDC53,SHROOM3,VPS25
AIM1,SMG7,ZBTB7A,ARMC9,SUPT16H,D2HGDH,AXL,PSMD7
LINC00869,RPS26,GPR160,SRPRB,DIDO1,IGF1R,LAMA3,TFRC
MAPKAP1,CGN,TIPARP,SPCS3,RNASEH2B,LCMT1,TM9SF4,SNRNP200
ETF1,GOLT1B,SGPL1,SYPL1,FLOT2,CTTNBP2,ST3GAL1,BROX
AP3B1,COPS7A,SRC,TMED2,CCDC57,ACVR1B,TSPAN12,PHC2
STIM2,SULF1,ANKLE2,SLC26A3,ROCK1,SOX6,SMARCA1,NUDT21
SYAP1,JADE1,INPP4B,DTWD2,RHPN2,KMT5B,SNHG14,CTNNAL1
SLC20A2,KAT6B,DOCK1,ZNF521,PSEN1,RBM23,MNAT1,PRELID3B
ACBD3,ZEB1,KCNJ3,TOMM22,WAC-AS1,KIAA0907,VPS37B,MAN1A2
SART1,ASAP1,NBEAL1,MLLT3,SFSWAP,TAB2,MAST4,ANKRD12
PTPN1,FOPNL,KPNB1,CRIPT,TRAK1,RAB40B,SMAD4,PDXK
BRD8,SETD2,SQLE,MYBPC1,LRP5,DPF2,NRDE2,RTCB
EMB,MBP,PLIN3,MRPS21,PRRC1,EEPD1,PRSS23,CD82
MGAT4A,STRN3,SREBF2,GPHN,CTAGE5,RABGAP1,SECISBP2L,ZCCHC10
RAB31,USP3,ARID4A,AIM1L,NUDCD3,SLC11A2,MYO15B,WDR60
SIK3,ARHGAP1,BAIAP2L1,RAB11FIP5,SDCCAG8,AUH,DAAM1,USP33
TMEM165,MFSD14B,PLEK2,TBC1D13,EML2,CASP7,ATP6V1A,NUMB
CARD8,HGS,DDX60,SEL1L,PARD6B,ZNF644,RERG,MYOF
RFX1,ZNF518A,UGCG,NSFL1C,RND3,NFIA,SMYD2,GCNT3
PITPNC1,MXI1,SLC7A7,PPWD1,DDX21,ZNF800,PPP5C,PMPCB
STAU2,LPIN2,SYTL2,GID8,MAP4K5,CYP4V2,GNPTAB,PDGFRB
PARVB,NME7,SEC24D,YIPF5,BTBD7,TBC1D9B,ZDHHC20,DAZAP1
MBD4,FNDC3A,SNX7,PACSIN2,KIAA1671,RNPC3,WWP1,PFKP
MAFB,UBQLN1,AGFG1,STT3A,TRPC4AP,KCNJ15,CLASRP,ERGIC2
SDAD1,PROCR,CDC42BPA,TMX1,ABCD4,FAM213A,VEPH1,IFI44L
CDK13,SMAD2,ATF1,RASA1,KIAA0319L,SNRK,ARMC8,URI1
TNFRSF1B,LRPPRC,MNX1,DTL,MSRA,ITPK1,TBC1D15,BLCAP
PROSC,RAPGEF5,KAT6A,PITRM1,OXSR1,IWS1,DYRK1A,PAPSS1
ARFGEF1,HMGCL,ZC3H18,RNF4,EP300,RCOR3,TERF1,ACYP2
STK38,ATF2,IFFO2,ELL2,IRAK1,CSE1L,SAE1,SLC17A4
FAM214A,SUPT6H,MCU,ABCC4,CNOT9,RAB3IP,PLEKHA2,LAMC2
DUSP16,CDC27,AVL9,PEMT,PPP3CB,TEAD1,ZNF667-AS1,VCL
CSK,PGM1,BCR,C18orf25,ABI2,PPP2R5A,NSD1,SIL1
COG3,KLC1,MTRR,ENOX2,SETD3,PIK3C2A,ASH1L,PPP4R3A
BCL11A,GLB1,SCCPDH,EIF2AK3,RUFY3,XRN1,DCUN1D5,ADAMTS9
NFKB1,TAOK1,KYAT3,PLEKHA7,TRIM33,TJP1,DENND5A,VAV3
KLF13,KLF3,VPS8,CAPZA2,C1RL,CLDN10,NF1,FBXO32
NOL8,ING4,DOCK5,CDK12,OSBPL2,SLC39A9,ZMIZ2,MRPL16
STIM1,NAPG,OAF,IFRD1,KCNN4,DPCD,RFWD2,NANS
ATM,RRAS2,ANKIB1,DR1,RICTOR,SEC23A,ITPKC,DLGAP4
TUBGCP2,MEF2D,SFXN1,ALDH9A1,FAF1,SUMF1,CCDC18-AS1,MED15
DESI1,ZNF148,GLTP,LARP1B,CRTC3,ERO1B,CERS6,PPIE
RHOH,AC007246.3,CAPN5,PPP1R12B,KDM5A,RP5-862P8.2,GNL2,ZNF302
DNAJC10,SCAMP1,PPARG,YIPF6,PHLDB2,GGT7,TICAM1,RBFOX2
PHAX,MYLIP,TJP3,DTX1,ASCC2,EGFR,C11orf49,MLPH
PCDH1,TMEM87B,FAM135A,GTF2F2,ESRP1,BTBD2,UGDH,UBR4
MDM2,MTA3,EPB41L4A,KATNBL1,PHF21A,ARHGAP5,CRYL1,RYK
UVRAG,UBE4A,NOXA1,XKR6,ZFHX3,FAM221A,COPA,LBR
RTCA,PPIP5K2,RBBP4,AC097724.3,KCNK5,ERI3,ANO1,PNKP
POM121C,TIMM23,RCOR1,LINC00174,ACVR1,THOC6,ABL1,NEK7
LYST,RPRD1B,MUM1,ZNF211,FARP2,LYRM4,AKT3,PCYOX1
ACSL4,HERC2,RNF220,ILF3-AS1,MYBPC1,ATP6V1B2,MXD1,KDM3B
PLEKHS1,NUP58,SMURF1,MRPL42,TMED2,SH3BP4,NEXN,EDN1
SNX2,ROCK2,BAIAP2,COL13A1,VAPA,CADPS,EHF,ARL6IP6
ELMO1,PTBP2,LATS1,TMEM263,CRIPT,MCCC1,IARS,YES1
SPOP,STX3,TAF1,DYNC1LI1,NSFL1C,RAI14,PRKAG2,PTBP3
ABR,MRPS31,GART,SBNO1,TOMM22,CCDC186,MED25,PELI1
LIMS2,LRBA,BAZ2A,RP11-848P1.9,WIPF2,PKD2,PACS2,SIAH1
PLRG1,GPATCH8,IL15RA,GPKOW,YIPF6,DYNC2LI1,HMBOX1,REEP3
CD8A,SH3D19,GNAI1,VMA21,GID8,ITFG2,TSC2,FUBP1
MRPS27,AEBP2,MGRN1,APOOL,CAPZA2,RNF126,KIF1B,FAM63B
TSEN54,ZCCHC6,TP53BP1,RRP15,MRPS21,FRMD4A,LPGAT1,NFIX
HOOK3,TMEM223,DIP2B,CWC25,SRPRB,YTHDF3,RHBDF2,DNM1L
PTK2B,NCOA1,ZFYVE27,UBXN7,TMX1,YPEL2,SRGAP1,KIAA1551
PLSCR4,RAB8B,DLEU2,THAP8,EIF2AK4,TCTN3,NUP153,PTPN6
UBR1,TRAPPC2,GPD2,TIMM17A,TWISTNB,CDK14,KLHL28,KIDINS220
FRYL,USP25,DPYSL3,PLEKHA3,YIPF5,C10orf11,STXBP1,MYH11
EPHB4,INTS3,HKDC1,ROBO1,DTWD2,GTF2F1,MKNK1,DHX30
GLIPR2,ARIH1,CDCP1,KLF6,DYNC1LI1,MCMBP,ARHGEF10L,CRBN
FOXN3,PHF2,SEZ6L2,TWISTNB,SPCS3,MYRF,FAM193A,ELMSAN1
LDLRAD4,CEP350,DEPTOR,COX19,ARMC9,CPEB4,HECW2,PTPRN2
MYO9B,PTPRB,MYSM1,MLX,SAV1,ACTR1B,ESF1,COL11A1
C16orf62,CSPP1,KIF13B,SLC30A9,DUSP3,ATXN3,DYM,HSPA4
HNRNPLL,WIPF2,UHRF1BP1,GCNT1,KATNBL1,FAM168B,B3GALNT2,B4GALT4
LNPEP,NSFL1C,RAPH1,SERPINI2,FAM45A,C1orf131,MED13,RAB18
WDR20,CRIPT,B3GNT7,FAM46A,SYPL1,UBP1,BCAS3,SETD5
STX17,CAPZA2,ATP6V0A1,CSTF1,NRAS,TNKS2,SUDS3,TRIO
ZFX,MYBPC1,CLINT1,DLEU1,ZNF521,PRKD2,SIK2,ANKRD36C
PSPC1,ZNF521,ZZZ3,PDK3,FAM210B,PHYKPL,WIPF2,MARCKS
PPP2R5E,TOMM22,MTR,API5,DR1,TRIP6,CAPZA2,MRPL48
CALCOCO2,GID8,LINC01184,NIPSNAP1,LINC00174,FOXJ3,ZNF521,USP10
CPT1A,YIPF6,RBM41,C3orf38,PITRM1,SUPT20H,KDM6B,RAB4A
IRF8,MRPS21,NET1,ZNF121,CHRAC1,RB1CC1,NSFL1C,PTPRM
PDS5A,SRPRB,DYNC2H1,NIFK-AS1,ALDH9A1,SF3A3,MLLT3,SSBP3
PCBP1-AS1,EIF2AK4,SEMA3C,AP1M1,CSTF1,ZBTB38,CRIPT,FBN1
CMIP,PITRM1,SPTLC2,SLC27A4,ILF3-AS1,MAP4K3,PITRM1,MAGT1
REV3L,MLLT3,CP,CREB3L2,COX19,DHRS7B,SLC26A3,ZC3H7B
RAPGEF1,TMX1,PLA2G10,PNPT1,PAPSS2,COL27A1,SRPRB,SASH1
SEC16A,DTWD2,TMEM41B,CCNT1,TMTC3,TRIM56,MYBPC1,ACSL3
CASP8,DYNC1LI1,PTN,PDCD10,FKBP3,MBIP,GID8,ARHGAP21
JAML,DUSP3,NPAS2,CSTB,DFFA,SOX9-AS1,RFX2,TNFRSF10B
TBK1,SLC26A3,TSC22D1,JAK3,DFNB59,VAPB,YIPF6,ADGRF5
OTUD5,YIPF5,LARP1B,DUSP4,STT3A,RNF4,EIF2AK4,VPS13A
USP7,SAV1,XRCC4,ACAD10,FAHD1,CS,MRPS21,UBAP2L
XPO6,ROBO1,ARHGAP32,DNASE2,PEX26,CEP70,TOMM22,BTNL9
PPP3CC,TWISTNB,CAMK2G,NR1D2,DNASE2,KLHL5,GBE1,PLCB1
CEP170,KATNBL1,UBL3,UBE2R2,SEC22B,CCNB1IP1,ROBO1,RMND5A
TMOD3,PAPSS2,PATL1,FAM45A,ZNF121,AFG3L2,IPO7,C8orf4
FAM122B,STT3A,SLC35D2,UGGT1,IPO7,MPP6,DUSP3,ATP8B1
UBE2Q2,CDK12,TACC2,TAZ,EHHADH,SCAPER,PAPSS2,CPNE8
KCTD20,FAM45A,DIAPH2,EIF2AK4,MLX,RUFY1,ABCC4,XIAP
DENND2D,ARMC9,MYO5B,ACTL6A,APOOL,WDR11,DYNC1LI1,SMC6
NMD3,SPCS3,DOCK7,SNAPC3,GPHN,HERPUD2,SAV1,COL5A1
BTN3A2,DR1,GULP1,HELQ,CYB561,MTMR12,TMX1,ANTXR1
MX2,ZNF211,POC1B,BTG1,CWC25,PTAR1,CDK12,SOCS2
FZD6,CWC25,EVI5,TBC1D23,ARMC1,BRAF,KATNBL1,SMARCA4
ARHGAP27,ABCC4,CCL28,CH507-528H12.1,UBE2G2,ANKRD40,DTWD2,PEAK1
CDK17,IPO7,SLC25A13,PRPS2,RPF1,KCNQ1,ZNF211,CHSY1
TOM1,UBE2G2,RAPGEFL1,NRAS,CNP,ATG5,CWC25,FNIP2
ITCH,CSTF1,SLC25A25,CHRAC1,CSTB,RORA,COL13A1,MIR100HG
RCHY1,EHHADH,ADGRG6,TMED4,PIGX,PIP5K1A,YIPF5,DNMT3A
FOXO1,DFFA,TNRC18,RAP2C,SLC30A9,ACBD6,IFRD1,FAM13C
CABIN1,THAP8,AGAP1,AMN1,TMEM55A,RAPGEF2,ZNF121,HIP1
LCK,TMED2,MIR205HG,PM20D2,TSR2,CLK3,STT3A,PECAM1
GSAP,COX19,BAIAP2L2,RAD23B,HMGB3,AGPAT3,UBE2G2,MCTP1
CSNK1G2,PEX26,PPME1,SPTY2D1,MCUR1,SHTN1,ARL13B,PHKB
MGAT5,CHRAC1,RAB27B,SAV1,SLC19A2,FOXA2,THAP8,NID1
CD3G,COL13A1,GSDMB,SUGCT,TOR1AIP2,WDR70,RAB11FIP5,TPST1
PTDSS1,ZNF121,GFPT1,LONP1,KDM6B,ANK3,ACOT9,SPEN
TNPO3,TMEM127,CARMIL1,NELFB,SLC27A4,FZD5,GPKOW,LDB2
MLLT10,ALDH9A1,UCK2,RP11-187C18.4,TMEM127,IKBKB,ENOX2,ABL2
EXT2,MCUR1,HNF4G,ASB8,FAM46A,TRIM2,MBD2,TGFBR3
VRK3,FKBP3,ONECUT2,DNAJA3,PDCD10,MMAB,SPSB1,STX12
CHD7,SEC22B,POF1B,TMEM55A,TMEM263,NCEH1,TBC1D13,TMEM184B
NGLY1,MBD2,B4GALNT3,LARP1,RIOK1,MSI2,MIR222HG,SLCO2A1
TPST2,SLC27A4,SLC41A2,NEK1,TPBG,ATP6V1H,TWISTNB,PLEKHG1
PCF11,MLX,MAPK8IP3,BCL6,COQ10B,THUMPD3-AS1,FAM45A,SLCO3A1
PHACTR2,ARMC1,TRIM29,KIAA1109,ASB8,RPL7L1,SPRED1,KALRN
SPOCK2,GPKOW,ATP2C1,APIP,TLN2,SPRED2,TRIB1,STC1
MFSD6,ILF3-AS1,SMG5,NSL1,PAK1IP1,DTX3L,EHHADH,PTPRE
CYTIP,CNP,MUC17,WDR75,LRRC58,WWP2,BCL6,CHN1
GALNT7,NRAS,TPCN1,MAPK8,UBLCP1,EPN2,PNPT1,SLIT3
SLC39A11,VAPA,C9orf72,UBE2G2,SCYL1,RBBP8,DR1,TMTC1
STAG1,RPF1,TRPM7,NAE1,WBP4,P2RX4,TMEM127,ADGRL4
MANBA,PDCD10,MACC1,SEC22B,CTIF,PAWR,SEL1L,SH3PXD2B
RIPK2,SLC30A9,LSAMP,IPO7,TADA1,RXRA,CDH13,TSHZ2
PANK2,PRPS2,TOX3,FAM174B,ARL13B,HACD2,DFFA,PRKG1
TLK2,ACOT9,PRR14L,C1orf27,TOP2A,AKT2,PEX26,COL8A1
NOL4L,ARL13B,CCDC68,LNPK,MLLT3,PKP4,DESI2,NXN
USP4,ENOX2,BCL10,USP9X,BIRC5,ITGB3BP,KIAA0368,COL1A1
CNTRL,PIGX,CBLC,MED1,TULP3,NTRK2,PRPS2,NEURL1B
VPS45,KDM6B,WDSUB1,DENND5B,RAB14,DAB2IP,COX19,RCAN2
EZH1,FAM210B,SH2D4A,GARS,ARL5A,PRKACB,CHRAC1,SORBS1
RNF38,LRRC58,TMEM163,CDK7,NIFK-AS1,SLC39A10,MCUR1,FGFR1
EDEM2,APOOL,GPCPD1,SHC1,EIF4E,PARD3,SLC27A4,PXDN
DOCK8,DNASE2,IFNGR2,ARMC1,ACOT9,MCCC2,HELQ,DOCK6
PRKRIP1,UBLCP1,DPY19L1,KIAA1429,SS18L1,KIAA1109,SPCS3,ZNF385D
UBR5,RAB11FIP5,C11orf80,RPF1,TIPRL,FBXO9,SLC19A2,APBB2
EFNB2,MYH14,KPNA4,WWOX,PRPS2,TXNDC11,CCDC3,RBMS3
TMX4,TOP2A,ATRN,RBM28,ROBO1,INTS6,OTUD4,SHANK3
OBFC1,DFNB59,DPY19L4,SEPT7P2,SPRED1,INF2,CCNY,RAPGEF4
TGFBR1,RIOK1,DCUN1D4,EIF1AD,BCL6,PAICS,RIOK1,EBF1
RAB27A,HELQ,PDIA4,TOR1AIP2,LNPK,GAPVD1,SEC22B,RGS16
ZC3H8,CDH13,FBXO28,METTL9,POLDIP2,ALDH7A1,AP1M1,TSPAN9
ITPR1,FAHD1,RUFY2,MAGI2,ZNF211,BCL7A,IPO5,TTC28
SMYD3,TIPRL,EFCAB2,WBP4,PEMT,LINC00910,PDCD10,COL5A2
ERC1,COQ10B,CLIP2,SMG1,HELQ,SOAT1,KCTD9,LAMA2
ZNF277,TSR2,RASSF6,MECOM,CDK12,KDSR,MLX,SOX5
PSME4,PNPT1,TFCP2L1,NFS1,RRP15,PATJ,NELFB,SYNPO2
NSUN2,SEL1L,PEX14,EHHADH,ZNF264,EPC1,TBC1D23,ZNF521
MKL1,EIF1AD,BCAR3,SLC25A46,C14orf119,BCL2L13,SS18L1,CCDC102B
CASK,C14orf119,TRPM4,OSER1,TMEM128,LTBP1,SBNO2,FBXL7
RAP1GDS1,SLC25A24,DHX32,SNTB1,LINC00886,AP1B1,COQ10B,RFX2
SELT,SPRED1,ACACA,ENOPH1,P4HA2,RARS2,RRP12,MSRB3
ICMT,EIF4E,SLC25A37,METAP1,ELN,FAF2,UBLCP1,PALMD
PRPSAP2,ZNF438,FNDC3B,RALGPS2,SNX24,RGMA,FKBP3,PREX2
RBM33,SYPL1,MAPK6,C6orf62,EIF1AD,PPWD1,ARMC9,ST6GALNAC3
PTPRJ,TMTC3,MICAL2,TMA16,POLD3,RASSF5,CNP,EDNRA
HERC2P2,CDS2,KDM4B,MIGA1,MBD2,SYTL4,UGGT1,FKBP10
RFTN1,SS18L1,EPS15L1,NAA16,MAP7D1,MLXIP,GTF2F2,FBXO31
CAMK2D,GPHN,TARBP1,PRMT3,ABI3BP,AC013461.1,MAP7D1,SMOC2
EXOSC7,BCL6,DLEU1,GOLGA7,PRPS1,ADGRA3,TMEM263,ERG
SESN1,RAB14,FA2H,ZFAND2A,UTP23,GOT1,SLC30A9,HIF3A
SMPD1,HMGB3,SLC17A5,MAP3K4,MRPS10,TNPO2,STK40,CACNA1C
RANBP9,UGGT1,LIPH,RP11-1000B6.3,MRTO4,NELFA,ARMC1,SUGCT
FAP,POLD3,HECTD4,RSL24D1,SLC7A8,KIF3B,C1orf27,FGD5
IP6K1,ARL5A,TOM1L2,FKBP3,MRPS23,ZNF280D,LRRC58,PROS1
ITPRIP,LINC00886,MBTD1,TSR2,NUP205,ACSS2,TIPRL,LAMA4
RASA2,KMT5A,CTBP2,INO80,KMT5A,DPYD,GPHN,LTBP1
CUL3,POLDIP2,DGKH,C5orf45,COQ7,GUCY1B3,NRAS,RBMS2
NCOA3,ZNF264,FAM222B,ARAF,RP11-848P1.9,MLF1,TSC22D2,SPSB1
SACM1L,AP1M1,FAR1,RCAN3,VMA21,PIGN,ADNP2,CACHD1
UIMC1,BIRC5,LHFPL2,DSCR3,CKAP4,HOOK1,EIF4E,RASGRF2
UHRF2,TBC1D13,ARHGEF28,MBD2,ARL3,TDRD3,RIT1,ROBO1
CCDC69,TMEM55A,PIP5K1B,PRPS1,FYTTD1,SLC25A23,INO80,SRPX2
SLC37A3,STARD9,BCAS1,LRRC58,DNAAF2,APTR,RPF1,CYBRD1
NUP50,PAK1IP1,RAP1GAP2,AGPAT5,GARS,RSPRY1,FUT11,C1orf21
CLEC2D,UEVLD,HSD11B2,INTS8,DTWD1,WDTC1,AGAP3,VAPA
USP24,AIMP2,CAMSAP2,SMIM8,UNC5B,REST,CDS2,KDM6B
THOC1,ANO10,KDM7A,HLTF,POP4,TMEM181,ACAD10,EDIL3
TRG-AS1,ASB8,CDR2,SLC7A2,SLC25A24,FAM208A,SLC25A24,PTPRG
TBCD,TMEM128,ATXN2,DTWD1,THAP8,LINC00969,NLK,RHOJ
ELP2,TOR1AIP2,FAM134B,CIAO1,WDR61,TNRC6A,LARP1,TIE1
ADAM17,FYTTD1,MARCH3,CDK8,C16orf87,KANK1,ZNF438,RASAL2
SLC25A26,CYB561,SESTD1,PSMF1,MUT,NAV2,ANO10,ARHGAP10
SUCO,ARHGAP18,PDZD8,AZI2,CIAO1,ADGRL2,LONP1,MAGI2
ATP2A2,RIT1,DPH6,C14orf119,RBM28,CLPX,FAM91A1,THSD7A
NNT,IFRD1,PREP,OXA1L,PTRH2,AHCYL2,ZNF264,PDE10A
ZRSR2,LEPR,GDA,NSUN6,TIMM17A,MAP7,AKAP8,PAPSS2
LCP2,DESI2,LMTK2,TBCK,GEMIN6,WDR37,ADAMTSL4-AS1,CXorf36
ERN1,RRP15,LRRC1,COA4,TAF13,PITPNA,RAB14,TEK
NABP1,LNPK,TANC2,IPO5,LEPR,ACIN1,EIF1AD,MPDZ
SLC6A6,KIAA0368,SOX13,TASP1,MTMR2,NEK9,DENND4C,RAI14
FMR1,KCTD9,LPIN1,VPS51,TWSG1,PPP6R2,SCYL1,ENAH
SYTL3,PTRH2,RAD23B,MRPS10,P3H4,UBAP1,MTMR2,PRKD1
RPS6KA2,VMA21,FUT2,LPP,GGCX,EPB41L5,CSTF1,PTPRB
INPP5D,GBE1,GRTP1,CDKN1B,PDK3,CREB5,EIF5B,CSRP2
NUPL2,SCYL1,CTTNBP2NL,HDAC3,NAPA,CARS2,NAPA,A4GALT
SGK3,NELFB,CASZ1,EIF4E,NR2F1-AS1,PRDM16,POLDIP2,ENPP2
NDEL1,ACAD10,ATP11A,TOMM70,ARAF,EXOC1,UEVLD,SH3RF3
MED13L,LETM1,TMEM164,PTCD3,SIRT6,ATG13,CSNK2A2,FRMD3
CDC42SE1,MAGI2,PFKFB2,CTA-292E10.6,LETM1,ZNF83,PIGX,GEM
ARL15,FAM120AOS,CADPS2,CNTNAP2,MAGI2,RHOT1,ABHD5,ELN
ANKRD36,MRPS10,USP54,MGA,TMEM144,SBF2,C14orf119,COL14A1
MORC3,UTP23,MTHFD1L,AGBL5,GNPNAT1,UNK,MIDN,PLXNA2
RCSD1,SLC19A2,PIK3C2B,AASS,KIF1BP,C4orf19,PPFIA1,MIR99AHG
KIF2A,NNT-AS1,RNF24,NUBPL,ZNF438,SPATS2,FMNL2,ARHGAP23
TMEM63B,GGCX,DNAJC5,UBLCP1,CDS2,GOLPH3L,NEDD4,GGT5
HELZ,NAPA,PRELID2,CLASP1,EMC8,WDFY3,KMT5A,EPHA4
NAA25,CTIF,FGD6,NADK,PLOD3,XRRA1,PLOD3,SPRED1
AC005154.6,TAF13,CASP10,YTHDC2,GPKOW,UBN1,AP1G1,AASS
CRLF3,C3orf38,PSD3,MAP3K5,LMO4,TCAF1,FYTTD1,PDZD2
DTNBP1,NUP205,TNIK,ANAPC1,ATXN2L,PPP1R9A,GARS,ASAP1
RALGAPA1,DTWD1,PTPRR,GAB1,PM20D2,PI4KB,POLD3,NTM
IDH3A,SNX24,TMTC2,EEFSEC,AIMP2,GRAMD1C,MYO9A,TCF7L1
JAZF1,PM20D2,ERN2,HPS4,PDGFA,ALAD,MAGI2,CAPZA2
RALY,TULP3,MBOAT2,FERMT3,HLTF,SYBU,AIMP2,FZD4
KIN,LSM12,PLCB4,GOSR1,PTENP1,SMAD1,LINC00886,PRICKLE2
BATF,FUT11,KRAS,NNT-AS1,KIAA0368,SH2B1,ETV6,KANK3
RC3H2,MUT,EFNA5,ATP6V1C1,WEE1,RASEF,SLC2A14,SNTG2
TBXAS1,RP11-848P1.9,MID1,POLDIP2,H6PD,KCNS3,CTC-444N24.11,SMIM3
OXNAD1,POP4,UBAP2,HARS,KIAA0825,LONP2,LSM12,FAM198B
CAPN7,TMEM144,RAB40C,TPT1-AS1,CTC-444N24.11,LMBR1,PQLC1,CTIF
VPS37A,SIRT6,RP13-104F24.2,CYP20A1,DTYMK,SCGN,TAF13,SPECC1
GNB4,DNAAF2,MAST2,MAEA,DSCR3,WDR33,ILF3-AS1,INSR
HMOX1,WBP4,ARHGAP42,RAD17,C2orf69,CTNND2,NUP205,PNP
LPXN,CTC-444N24.11,SPIRE1,STXBP5,TTF1,OPA1,SMOX,ARHGAP29
STK38L,WDR61,CDHR2,UTP18,UGGT1,GRK3,TMTC3,CYP1B1
KYNU,CIAO1,FAT1,SLX4IP,PLEKHA3,CDC14B,PIP4K2C,KDR
COLEC11,PIP4K2C,SLC7A1,ZNF800,RC3H1,MTF2,RIMKLB,GBE1
AFAP1,EMC8,MYOM1,RNF2,IPO5,DCP1A,LONRF1,PITPNC1
RANBP3,LRRC37A3,REPS2,TTF1,SLC44A1,GKAP1,TPRA1,DNM3
CHMP7,MRPL32,SAMD12,RPS6KB2,PARVA,RPS6KB1,TRIM25,NRP2
ALOX5,PTCD3,PIK3C2G,SLU7,SMC2,PTGR1,FNDC3B,TMCC3
FUT8,LPCAT2,PDE4D,RCC2,SNX12,MAML2,TIMM17A,GALNT18
CPVL,DMXL2,P4HA1,RBSN,RRNAD1,SIN3A,KLF6,PRRX1
KLHDC4,KIF1BP,CORO2A,CDH13,GBE1,RAB3GAP2,TWSG1,RASIP1
RNF216,PGGT1B,TNFRSF11A,MPHOSPH8,LSM12,SUZ12P1,DDX58,TMEM255B
MARS,GEMIN6,BMS1P10,GUSBP1,WDR41,RMDN1,DENND3,LOXL2
FOXK1,SPATA5,MIR34A,NACC1,NNT-AS1,CLASP2,PAK1IP1,SOGA1
SUZ12,ABHD5,IGF2BP2,UBXN11,DDX46,MAP2,EMC8,ARL13B
TANK,MRTO4,ARHGEF38,MRPL32,ERLIN2,ERBIN,FAM120AOS,CDH6
EIF4G3,TTF1,TBC1D8,FASTKD2,DLEU1,SNX13,TULP3,ARL15
CD96,MTMR2,SYT17,DHX29,NUDT15,PER2,CTIF,GRK5
NIFK-AS1,TPRA1,MYO5C,CMSS1,KCTD9,HMG20A,RRP15,EHD4
SNTB2,CSNK2A2,ALS2CL,ORC3,PTCD3,PIK3CB,RELL1,LINC00882
EPS15,TRIM25,SPIRE2,POLR2B,SMIM8,EXOC6,GGCX,NOD1
DDB2,AZI2,NEBL,APTX,DHX29,SOS2,LNPK,VWF
RPE,SMC2,ESCO1,PDK1,PRRC2A,ACACB,USP14,MYBPC1
MRRF,DSCR3,SLC22A23,FAM185A,INO80,ESRRG,PTRH2,KCTD12
NSMAF,MRPS23,LMO4,LARGE1,PIGG,YIPF4,GNPNAT1,LPP
CLEC7A,GARS,THRB,DCP2,FASTKD2,NCMAP,FAM174B,NAV3
RNF168,MIGA1,SLC1A1,MAML1,MIGA1,NPRL3,AZI2,MITF
ZNF451,LARP1,PCDH7,SPATA5,PGGT1B,MAOB,SPATA5,MRC2
